From;To;Type;Through;Comment;;;;;;
6294;6297;river;0;Philip - Dupree;;;;;;
6294;6296;river;0;Philip - Lead;;;;;;
6294;787;river;0;Philip - Rapid City;;;;;;
787;6295;river;0;Rapid City - Martin;;;;;;
6297;6305;river;0;Dupree - Pierre;;;;;;
6297;6304;river;0;Dupree - Gettysburg;;;;;;
790;6356;river;0;Omaha - Sioux City;;;;;;
790;6348;river;0;Omaha - Council Bluffs;;;;;;
790;789;river;0;Omaha - Lincoln;;;;;;
789;6348;river;0;Lincoln - Council Bluffs;;;;;;
789;6359;river;0;Lincoln - Maryville;;;;;;
6359;6310;river;0;Maryville - Beatrice;;;;;;
6308;789;river;0;Grand Island - Lincoln;;;;;;
6308;6309;river;0;Grand Island - Hastings;;;;;;
6313;6309;river;0;Kearney - Hastings;;;;;;
6313;6307;river;0;Kearney - North Platte;;;;;;
6306;6307;river;0;Mullen - North Platte;;;;;;
6306;6314;river;0;Mullen - Sidney;;;;;;
6315;6314;river;0;Alliance - Sidney;;;;;;
6343;6346;river;0;Wadena - Crookston;;;;;;
6343;6342;river;0;Wadena - Bemidji;;;;;;
6343;6338;river;0;Wadena - Brainerd;;;;;;
6334;6338;river;0;Saint Cloud - Brainerd;;;;;;
6334;694;river;0;Saint Cloud - Saint Paul;;;;;;
694;2261;river;0;Saint Paul - Minneapolis;;;;;;
694;693;river;0;Saint Paul - Rochester;;;;;;
694;2723;river;0;Saint Paul - Eau Claire;;;;;;
694;6406;river;0;Saint Paul - Hudson;;;;;;
6406;6339;river;0;Hudson - Duluth;;;;;;
693;6409;river;0;Rochester - La Crosse;;;;;;
693;2723;river;0;Rochester - Eau Claire;;;;;;
693;2261;river;0;Rochester - Minneapolis;;;;;;
6335;2261;river;0;Mankato - Minneapolis;;;;;;
6335;6336;river;0;Mankato - Willmar;;;;;;
6336;6337;river;0;Willmar - Marshall;;;;;;
6347;6354;river;0;Fort Dodge - Marshalltown;;;;;;
6347;624;river;0;Fort Dodge - Des Moines;;;;;;
6350;624;river;0;Knoxville, IA - Des Moines;;;;;;
6350;6349;river;0;Knoxville, IA - Burlington, IA;;;;;;
6349;6358;river;0;Burlington, IA - Kirksville;;;;;;
6349;6397;river;0;Burlington, IA - Quincy;;;;;;
6349;625;river;0;Burlington, IA - Peoria;;;;;;
6352;625;river;0;Davenport - Peoria;;;;;;
6352;6402;river;0;Davenport - Rockford;;;;;;
6352;6408;river;0;Davenport - Madison;;;;;;
6351;6408;river;0;Charles City - Madison;;;;;;
6351;6409;river;0;Charles City - La Crosse;;;;;;
6363;690;river;0;Kansas City, MO - Saint Joseph;;;;;;
6361;690;river;0;Jefferson City - Saint Joseph;;;;;;
6361;6357;river;0;Jefferson City - Columbia, MO;;;;;;
6361;6366;river;0;Jefferson City - Hannibal;;;;;;
6366;6360;river;0;Hannibal - Rolla;;;;;;
6366;689;river;0;Hannibal - Saint Louis;;;;;;
6366;1278;river;0;Hannibal - East Saint Louis;;;;;;
6366;6397;river;0;Hannibal - Quincy;;;;;;
6397;6358;river;0;Quincy - Kirksville;;;;;;
6363;6362;river;0;Kansas City, MO - Joplin;;;;;;
6363;6360;river;0;Kansas City, MO - Rolla;;;;;;
6360;6361;river;0;Rolla - Jefferson City;;;;;;
689;1278;river;0;Saint Louis - East Saint Louis;;;;;;
689;6399;river;0;Saint Louis - Marion;;;;;;
6365;6399;river;0;Cape Girardeau - Marion;;;;;;
6365;6459;river;0;Cape Girardeau - Paducah;;;;;;
6365;6451;river;0;Cape Girardeau - Dyersburg;;;;;;
6406;6405;river;0;Hudson - Superior;;;;;;
6420;6412;river;0;Menominee - Rhinelander;;;;;;
6420;6411;river;0;Menominee - Wausau;;;;;;
6407;6411;river;0;Wisconsin Rapids - Wausau;;;;;;
6407;6404;river;0;Wisconsin Rapids - Appleton;;;;;;
6409;6404;river;0;La Crosse - Appleton;;;;;;
6409;6408;river;0;La Crosse - Madison;;;;;;
6395;6396;river;0;Bloomington - Aurora;;;;;;
6395;625;river;0;Bloomington - Peoria;;;;;;
6395;6397;river;0;Bloomington - Quincy;;;;;;
6397;626;river;0;Quincy - Springfield, IL;;;;;;
6397;1278;river;0;Quincy - East Saint Louis;;;;;;
6399;6459;river;0;Marion - Paducah;;;;;;
6399;6458;river;0;Marion - Henderson;;;;;;
6399;6389;river;0;Marion - Evansville;;;;;;
6398;6389;river;0;Mount Vernon - Evansville;;;;;;
6398;6392;river;0;Mount Vernon - Terre Haute;;;;;;
6401;6392;river;0;Urbana - Terre Haute;;;;;;
2692;6274;river;0;Biloxi - Baton Rouge;;;;;;
2692;6426;river;0;Biloxi - Natchez;;;;;;
6429;6426;river;0;Hattiesburg - Natchez;;;;;;
6429;675;river;0;Hattiesburg - Jackson, MS;;;;;;
675;6428;river;0;Jackson, MS - Meridian;;;;;;
6425;6434;river;0;Tupelo - Huntsville;;;;;;
6425;6450;river;0;Tupelo - Columbia, TN;;;;;;
6451;671;river;0;Dyersburg - Nashville;;;;;;
6451;6450;river;0;Dyersburg - Columbia, TN;;;;;;
673;6450;river;0;Memphis - Columbia, TN;;;;;;
671;6459;river;0;Nashville - Paducah;;;;;;
671;6458;river;0;Nashville - Henderson;;;;;;
671;6454;river;0;Nashville - Clarksville;;;;;;
6453;6454;river;0;Cookeville - Clarksville;;;;;;
6453;6456;river;0;Cookeville - Bowling Green;;;;;;
6453;6433;river;0;Cookeville - Gadsden;;;;;;
6453;2717;river;0;Cookeville - Chattanooga;;;;;;
642;2717;river;0;Knoxville, TN - Chattanooga;;;;;;
642;6452;river;0;Knoxville, TN - Morristown;;;;;;
6434;6432;river;0;Huntsville - Decatur;;;;;;
6434;6433;river;0;Huntsville - Gadsden;;;;;;
6433;6440;river;0;Gadsden - Rome;;;;;;
6433;6437;river;0;Gadsden - Anniston;;;;;;
6437;6436;river;0;Anniston - Phenix City;;;;;;
6437;672;river;0;Anniston - Montgomery;;;;;;
6437;6431;river;0;Anniston - Birmingham, AL;;;;;;
672;6431;river;0;Montgomery - Birmingham, AL;;;;;;
672;6435;river;0;Montgomery - Linden;;;;;;
6439;6435;river;0;Greenville, AL - Linden;;;;;;
6439;678;river;0;Greenville, AL - Mobile;;;;;;
6320;677;river;0;Panama City - Tallahassee;;;;;;
6320;6447;river;0;Panama City - Valdosta;;;;;;
6320;6443;river;0;Panama City - Albany, GA;;;;;;
6443;6438;river;0;Albany, GA - Dothan;;;;;;
6443;6436;river;0;Albany, GA - Phenix City;;;;;;
6436;6444;river;0;Phenix City - Columbus, GA;;;;;;
6440;6444;river;0;Rome - Columbus, GA;;;;;;
6440;670;river;0;Rome - Atlanta;;;;;;
6440;6442;river;0;Rome - Dalton;;;;;;
6443;6447;river;0;Albany, GA - Valdosta;;;;;;
6443;647;river;0;Albany, GA - Macon;;;;;;
647;6444;river;0;Macon - Columbus, GA;;;;;;
647;6449;river;0;Macon - Milledgeville;;;;;;
647;6445;river;0;Macon - Dublin;;;;;;
6445;6447;river;0;Dublin - Valdosta;;;;;;
6445;6446;river;0;Dublin - Waycross;;;;;;
6445;6448;river;0;Dublin - Brunswick;;;;;;
646;6448;river;0;Savannah - Brunswick;;;;;;
646;644;river;0;Savannah - Charleston, SC;;;;;;
6445;644;river;0;Dublin - Charleston, SC;;;;;;
6445;6478;river;0;Dublin - Aiken;;;;;;
2711;6478;river;0;Augusta, GA - Aiken;;;;;;
2711;6479;river;0;Augusta, GA - Greenwood;;;;;;
6479;6441;river;0;Greenwood - Athens;;;;;;
644;6480;river;0;Charleston, SC - Georgetown;;;;;;
644;6481;river;0;Charleston, SC - Florence;;;;;;
6478;6481;river;0;Aiken - Florence;;;;;;
6478;619;river;0;Aiken - Columbia, SC;;;;;;
6479;619;river;0;Greenwood - Columbia, SC;;;;;;
6479;645;river;0;Greenwood - Greenville, SC;;;;;;
6481;619;river;0;Florence - Columbia, SC;;;;;;
6481;645;river;0;Florence - Greenville, SC;;;;;;
645;637;river;0;Greenville, SC - Charlotte;;;;;;
6482;643;river;0;Gastonia - Winston-Salem;;;;;;
6482;637;river;0;Gastonia - Charlotte;;;;;;
6488;6486;river;0;New Bern - Greenville, NC;;;;;;
6488;6484;river;0;New Bern - Rocky Mount;;;;;;
6484;636;river;0;Rocky Mount - Raleigh;;;;;;
6484;6485;river;0;Rocky Mount - Greensboro;;;;;;
6487;6486;river;0;Elizabeth City - Greenville, NC;;;;;;
6487;6484;river;0;Elizabeth City - Rocky Mount;;;;;;
6459;6458;river;0;Paducah - Henderson;;;;;;
6458;6389;river;0;Henderson - Evansville;;;;;;
6458;6460;river;0;Henderson - Owensboro;;;;;;
6460;6456;river;0;Owensboro - Bowling Green;;;;;;
6457;6456;river;0;Middlesboro - Bowling Green;;;;;;
6457;6455;river;0;Middlesboro - Somerset;;;;;;
6460;6389;river;0;Owensboro - Evansville;;;;;;
6460;6390;river;0;Owensboro - Seymour;;;;;;
641;6390;river;0;Louisville - Seymour;;;;;;
641;6461;river;0;Louisville - Covington;;;;;;
641;640;river;0;Louisville - Lexington;;;;;;
6455;640;river;0;Somerset - Lexington;;;;;;
6455;6462;river;0;Somerset - Ashland;;;;;;
6461;6390;river;0;Covington - Seymour;;;;;;
6461;6383;river;0;Covington - Dayton;;;;;;
6461;2720;river;0;Covington - Cincinnati;;;;;;
6461;6384;river;0;Covington - Chillicothe;;;;;;
6462;6384;river;0;Ashland - Chillicothe;;;;;;
6462;630;river;0;Ashland - Huntington;;;;;;
6391;6392;river;0;Logansport - Terre Haute;;;;;;
6391;627;river;0;Logansport - Indianapolis;;;;;;
6391;6393;river;0;Logansport - Kokomo;;;;;;
6393;613;river;0;Kokomo - Fort Wayne;;;;;;
6392;6389;river;0;Terre Haute - Evansville;;;;;;
6392;6388;river;0;Terre Haute - Anderson;;;;;;
6388;627;river;0;Anderson - Indianapolis;;;;;;
6388;6393;river;0;Anderson - Kokomo;;;;;;
6383;2720;river;0;Dayton - Cincinnati;;;;;;
6383;628;river;0;Dayton - Columbus, OH;;;;;;
6384;630;river;0;Chillicothe - Huntington;;;;;;
6384;6473;river;0;Chillicothe - Charleston, WV;;;;;;
6387;6473;river;0;Zanesville - Charleston, WV;;;;;;
6387;629;river;0;Zanesville - Wheeling;;;;;;
6385;629;river;0;Canton - Wheeling;;;;;;
629;6378;river;0;Wheeling - New Castle;;;;;;
629;6475;river;0;Wheeling - Fairmont;;;;;;
6475;6377;river;0;Fairmont - Washington, PA;;;;;;
6476;6466;river;0;Martinsburg - Cumberland;;;;;;
6476;6467;river;0;Martinsburg - Frederick;;;;;;
6473;630;river;0;Charleston, WV - Huntington;;;;;;
6473;6474;river;0;Charleston, WV - Beckley;;;;;;
6474;6477;river;0;Beckley - Webster;;;;;;
6477;6468;river;0;Webster - Pulaski;;;;;;
6468;2718;river;0;Pulaski - Lynchburg;;;;;;
6468;639;river;0;Pulaski - Roanoke;;;;;;
6469;6471;river;0;Petersburg - Newport News;;;;;;
6469;633;river;0;Petersburg - Richmond;;;;;;
6469;639;river;0;Petersburg - Roanoke;;;;;;
638;606;river;0;Arlington - Washington, DC;;;;;;
638;6467;river;0;Arlington - Frederick;;;;;;
607;6465;river;0;Baltimore - Easton;;;;;;
607;604;river;0;Baltimore - Harrisburg;;;;;;
604;2688;river;0;Harrisburg - York;;;;;;
604;6379;river;0;Harrisburg - DuBois;;;;;;
604;6381;river;0;Harrisburg - Williamsport;;;;;;
6381;6380;river;0;Williamsport - Allentown;;;;;;
6381;610;river;0;Williamsport - Scranton;;;;;;
608;2689;river;0;Philadelphia - Camden;;;;;;
608;6463;river;0;Philadelphia - Trenton;;;;;;
608;603;river;0;Philadelphia - Newark;;;;;;
603;6380;river;0;Newark - Allentown;;;;;;
603;610;river;0;Newark - Scranton;;;;;;
610;6332;river;0;Scranton - Newburgh;;;;;;
6377;614;river;0;Washington, PA - Pittsburgh;;;;;;
6377;6378;river;0;Washington, PA - New Castle;;;;;;
6378;614;river;0;New Castle - Pittsburgh;;;;;;
6378;609;river;0;New Castle - Bradford;;;;;;
609;2686;river;0;Bradford - Erie;;;;;;
603;602;river;0;Newark - New York;;;;;;
603;6330;river;0;Newark - Pouhkeepsie;;;;;;
6332;6325;river;0;Newburgh - Binghamton;;;;;;
6332;6330;river;0;Newburgh - Pouhkeepsie;;;;;;
6332;6331;river;0;Newburgh - Troy;;;;;;
598;6331;river;0;Albany, NY - Troy;;;;;;
598;2691;river;0;Albany, NY - Plattsburgh;;;;;;
6331;6374;river;0;Troy - Montpelier;;;;;;
6374;2691;river;0;Montpelier - Plattsburgh;;;;;;
2691;594;river;0;Plattsburgh - Burlington, VT;;;;;;
6333;2719;river;0;Norwich, CT - Hartford;;;;;;
6333;6376;river;0;Norwich, CT - Pittsfield;;;;;;
596;6376;river;0;Worcester - Pittsfield;;;;;;
596;6373;river;0;Worcester - Rutland;;;;;;
6373;6371;river;0;Rutland - Manchester, NH;;;;;;
6373;595;river;0;Rutland - Concord;;;;;;
595;6374;river;0;Concord - Montpelier;;;;;;
6372;6374;river;0;Berlin, NH - Montpelier;;;;;;
6372;594;river;0;Berlin, NH - Burlington, VT;;;;;;
6423;565;river;0;Sault Sainte Marie, MI - Sault Sainte Marie, ON;;;;;;
6423;6418;river;0;Sault Sainte Marie, MI - Petoskey;;;;;;
6423;6704;river;0;Sault Sainte Marie, MI - Gore Bay;;;;;;
6704;2730;river;0;Gore Bay - Sudbury;;;;;;
6704;6694;river;0;Gore Bay - Owen Sound;;;;;;
;;;;;;;;;;
# Africa;;;;;;;;;;
4409;1034;river;0;Kulmim - Tarfaya;;;;;;
4409;4410;river;0;Kulmim - az-Zak;;;;;;
4408;4410;river;0;Tata - az-Zak;;;;;;
7296;4408;river;0;Mimsina - Tata;;;;;;
7296;4407;river;0;Mimsina - Zakurah;;;;;;
4407;4405;river;0;Zakurah - Arfud;;;;;;
4407;4406;river;0;Zakurah - Kulmimah;;;;;;
4407;968;river;0;Zakurah - Warzazat;;;;;;
968;4406;river;0;Warzazat - Kulmimah;;;;;;
2901;960;river;0;Asfi - Ad Dar al Bayda';;;;;;
2901;4400;river;0;Asfi - Sattat;;;;;;
4401;4400;river;0;al-Qal'at-as-Saragnah - Sattat;;;;;;
4401;4399;river;0;al-Qal'at-as-Saragnah - Khuribkah;;;;;;
4399;2902;river;0;Khuribkah - Bani Mallal;;;;;;
956;2332;river;0;Wugda - an-Nazur;;;;;;
956;4394;river;0;Wugda - Taza;;;;;;
4397;4394;river;0;Bani Tadjit - Taza;;;;;;
4397;4395;river;0;Bani Tadjit - Missur;;;;;;
969;4395;river;0;al-Qasr as-Suq - Missur;;;;;;
969;4398;river;0;al-Qasr as-Suq - Khanifra;;;;;;
4532;2912;river;0;Tenes - Mostaganem;;;;;;
4532;2909;river;0;Tenes - Orleansville;;;;;;
2909;2908;river;0;Orleansville - Blida;;;;;;
2909;2910;river;0;Orleansville - Medea;;;;;;
4456;4425;river;0;Saint-Louis - Rusu;;;;;;
4457;4425;river;0;Richard-Toll - Rusu;;;;;;
4457;4426;river;0;Richard-Toll - Butilimit;;;;;;
4457;4427;river;0;Richard-Toll - Alak;;;;;;
4462;4427;river;0;Matam - Alak;;;;;;
4462;4428;river;0;Matam - Kaihaidi;;;;;;
4462;4429;river;0;Matam - Selibaby;;;;;;
4461;4429;river;0;Bakel - Selibaby;;;;;;
4461;985;river;0;Bakel - Kayes;;;;;;
4461;4454;river;0;Bakel - Falea;;;;;;
982;4463;river;0;Bathurst - Albreda;;;;;;
982;2761;river;0;Bathurst - Tambacounda;;;;;;
4460;2761;river;0;Kolda - Tambacounda;;;;;;
4460;4461;river;0;Kolda - Bakel;;;;;;
4461;4466;river;0;Bakel - Touba;;;;;;
4466;990;river;0;Touba - Labé;;;;;;
4470;4468;river;0;Faranah - Mamou;;;;;;
4470;4469;river;0;Faranah - Siguiri;;;;;;
991;4469;river;0;Kankan - Siguiri;;;;;;
991;994;river;0;Kankan - Bamako;;;;;;
2646;4486;river;0;San Pedro - Divo;;;;;;
2646;4487;river;0;San Pedro - Soubre;;;;;;
4488;4487;river;0;Man - Soubre;;;;;;
4488;2645;river;0;Man - Daloa;;;;;;
4488;4491;river;0;Man - Mankono;;;;;;
4491;4489;river;0;Mankono - Touba;;;;;;
4486;993;river;0;Divo - Abidjan;;;;;;
4486;4485;river;0;Divo - Agboville;;;;;;
4487;4485;river;0;Soubre - Agboville;;;;;;
4487;995;river;0;Soubre - Yamoussoukro;;;;;;
2645;995;river;0;Daloa - Yamoussoukro;;;;;;
2645;2823;river;0;Daloa - Bouake;;;;;;
4491;2823;river;0;Mankono - Bouake;;;;;;
4491;4483;river;0;Mankono - Katiola;;;;;;
2822;4483;river;0;Korhogo - Katiola;;;;;;
2822;4482;river;0;Korhogo - Kong;;;;;;
993;4479;river;0;Abidjan - Aboisso;;;;;;
993;4480;river;0;Abidjan - Abengourou;;;;;;
4480;4485;river;0;Abengourou - Agboville;;;;;;
4480;4484;river;0;Abengourou - Dimbokro;;;;;;
4481;4484;river;0;Bondoukou - Dimbokro;;;;;;
4481;4483;river;0;Bondoukou - Katiola;;;;;;
4481;4482;river;0;Bondoukou - Kong;;;;;;
4482;4556;river;0;Kong - Banfora;;;;;;
985;4429;river;0;Kayes - Selibaby;;;;;;
985;4455;river;0;Kayes - Yelimane;;;;;;
985;4453;river;0;Kayes - Kita;;;;;;
4453;4454;river;0;Kita - Falea;;;;;;
4453;4455;river;0;Kita - Yelimane;;;;;;
4453;980;river;0;Kita - Nioro du Sahel;;;;;;
4453;4451;river;0;Kita - Banamba;;;;;;
4453;994;river;0;Kita - Bamako;;;;;;
2920;994;river;0;Bougouni - Bamako;;;;;;
2920;4451;river;0;Bougouni - Banamba;;;;;;
986;4451;river;0;Ségou - Banamba;;;;;;
986;2919;river;0;Ségou - Niono;;;;;;
4448;2919;river;0;Djenne - Niono;;;;;;
4448;4449;river;0;Djenne - Dioura;;;;;;
978;4449;river;0;Mopti - Dioura;;;;;;
978;7325;river;0;Mopti - Youwarou;;;;;;
4448;978;river;0;Djenne - Mopti;;;;;;
4448;4447;river;0;Djenne - San;;;;;;
986;4447;river;0;Ségou - San;;;;;;
986;979;river;0;Ségou - Sikasso;;;;;;
986;4452;river;0;Ségou - Manankoro;;;;;;
4452;2920;river;0;Manankoro - Bougouni;;;;;;
4452;979;river;0;Manankoro - Sikasso;;;;;;
979;4447;river;0;Sikasso - San;;;;;;
979;2918;river;0;Sikasso - Koutiala;;;;;;
7327;7325;river;0;Konna - Youwarou;;;;;;
7327;4441;river;0;Konna - Goundam;;;;;;
4442;4441;river;0;Bambara Maoude - Goundam;;;;;;
4442;977;river;0;Bambara Maoude - Tombouctou;;;;;;
4442;7322;river;0;Bambara Maoude - Bamba;;;;;;
4442;976;river;0;Bambara Maoude - Gao;;;;;;
7324;976;river;0;Tessit - Gao;;;;;;
7324;4443;river;0;Tessit - Ansongo;;;;;;
4443;4566;river;0;Ansongo - Tera;;;;;;
4496;1002;river;0;Keta - Accra;;;;;;
4496;4502;river;0;Keta - Koforidua;;;;;;
4496;4501;river;0;Keta - Atebubu;;;;;;
4501;1001;river;0;Atebubu - Ho;;;;;;
4501;4495;river;0;Atebubu - Kete-Krachi;;;;;;
4501;1000;river;0;Atebubu - Tamale;;;;;;
4500;1000;river;0;Kintampo - Tamale;;;;;;
4500;4499;river;0;Kintampo - Daboya;;;;;;
4499;4498;river;0;Daboya - Sunyani;;;;;;
4499;4481;river;0;Daboya - Bondoukou;;;;;;
4499;4555;river;0;Daboya - Diebougou;;;;;;
2782;4555;river;0;Wa - Diebougou;;;;;;
1000;4495;river;0;Tamale - Kete-Krachi;;;;;;
1000;4499;river;0;Tamale - Daboya;;;;;;
1000;4492;river;0;Tamale - Bolgatanga;;;;;;
4493;4492;river;0;Gambaga - Bolgatanga;;;;;;
4493;4559;river;0;Gambaga - Po;;;;;;
4559;4555;river;0;Po - Diebougou;;;;;;
4559;4558;river;0;Po - Dedougou;;;;;;
4558;4560;river;0;Dedougou - Koudougou;;;;;;
4558;4561;river;0;Dedougou - Ouahigouya;;;;;;
4558;4557;river;0;Dedougou - Sanaba;;;;;;
4557;996;river;0;Sanaba - Bobo-Dioulasso;;;;;;
4557;4556;river;0;Sanaba - Banfora;;;;;;
4479;4790;river;0;Aboisso - Yola;;;;;;
4789;4790;river;0;Uba - Yola;;;;;;
4789;7923;river;0;Uba - Ganye;;;;;;
4811;4809;river;0;Garoua - Laro;;;;;;
4811;7923;river;0;Garoua - Ganye;;;;;;
1086;1080;river;0;Maroua - Fort-Lamy;;;;;;
1086;4584;river;0;Maroua - Bongor;;;;;;
4804;1089;river;0;Kribi - Douala;;;;;;
4804;4803;river;0;Kribi - Bafoussam;;;;;;
2764;4803;river;0;Yaoundé - Bafoussam;;;;;;
2764;4807;river;0;Yaoundé - Yoko;;;;;;
4807;1088;river;0;Yoko - Bertoua;;;;;;
4582;4584;river;0;Pala - Bongor;;;;;;
4582;4583;river;0;Pala - Lai;;;;;;
1079;4583;river;0;Moundou - Lai;;;;;;
1079;2745;river;0;Moundou - Fort-Archambault;;;;;;
4584;1080;river;0;Bongor - Fort-Lamy;;;;;;
4584;4587;river;0;Bongor - Massenya;;;;;;
4584;4586;river;0;Bongor - Bousso;;;;;;
4583;4586;river;0;Lai - Bousso;;;;;;
4583;4585;river;0;Lai - Kendegue;;;;;;
2745;4585;river;0;Fort-Archambault - Kendegue;;;;;;
2745;4755;river;0;Fort-Archambault - Ndele;;;;;;
4585;4755;river;0;Kendegue - Ndele;;;;;;
2788;4755;river;0;Am Timan - Ndele;;;;;;
2788;4756;river;0;Am Timan - Birao;;;;;;
4756;4594;river;0;Birao - Goz Beida;;;;;;
4755;7333;river;0;Ndele - Kabo;;;;;;
4755;4760;river;0;Ndele - Fort Crampel;;;;;;
4755;4757;river;0;Ndele - Bria;;;;;;
4867;1078;river;0;Libenge - Bangui;;;;;;
4867;7332;river;0;Libenge - Sibut;;;;;;
4867;1070;river;0;Libenge - Bambari;;;;;;
4867;7331;river;0;Libenge - Mobaye;;;;;;
7331;4868;river;0;Mobaye - Banzyville;;;;;;
7331;1072;river;0;Mobaye - Bondo;;;;;;
1072;4759;river;0;Bondo - Bangassou;;;;;;
1072;4758;river;0;Bondo - Zemio;;;;;;
4758;4875;river;0;Zemio - Gwane;;;;;;
4758;4876;river;0;Zemio - Doruma;;;;;;
1093;4892;river;0;Libreville - Port-Gentil;;;;;;
1093;4895;river;0;Libreville - Lambarene;;;;;;
4895;4898;river;0;Lambarene - Booue;;;;;;
4895;1092;river;0;Lambarene - Franceville;;;;;;
1092;4896;river;0;Franceville - Koulamoutou;;;;;;
4883;4867;river;0;Dongou - Libenge;;;;;;
4883;4866;river;0;Dongou - Dongo;;;;;;
4883;4865;river;0;Dongou - Nouvelle-Anvers;;;;;;
2747;4865;river;0;Impfondo - Nouvelle-Anvers;;;;;;
2747;1074;river;0;Impfondo - Coquilhatville;;;;;;
1074;4885;river;0;Coquilhatville - Pikounda;;;;;;
1074;2748;river;0;Coquilhatville - Fort-Rousset;;;;;;
1074;4888;river;0;Coquilhatville - Gamboma;;;;;;
4818;4888;river;0;Bolobo - Gamboma;;;;;;
4818;4889;river;0;Bolobo - Djambala;;;;;;
4818;1075;river;0;Bolobo - Brazzaville;;;;;;
1075;4812;river;0;Brazzaville - Kwamouth;;;;;;
1075;1098;river;0;Brazzaville - Léopoldville;;;;;;
7339;1098;river;0;Kinkala - Léopoldville;;;;;;
7339;2751;river;0;Kinkala - Matadi;;;;;;
4885;4886;river;0;Pikounda - Mbomo;;;;;;
4885;2748;river;0;Pikounda - Fort-Rousset;;;;;;
4887;4889;river;0;Etoumbi - Djambala;;;;;;
4887;4888;river;0;Etoumbi - Gamboma;;;;;;
4888;2748;river;0;Gamboma - Fort-Rousset;;;;;;
1072;4868;river;0;Bondo - Banzyville;;;;;;
1072;4872;river;0;Bondo - Buta;;;;;;
1072;4873;river;0;Bondo - Poko;;;;;;
4873;4875;river;0;Poko - Gwane;;;;;;
4873;4876;river;0;Poko - Doruma;;;;;;
4874;4876;river;0;Niangara - Doruma;;;;;;
4874;4877;river;0;Niangara - Aba;;;;;;
4877;4879;river;0;Aba - Gombari;;;;;;
4720;4857;river;0;Fort Portal - Boga;;;;;;
4720;4856;river;0;Fort Portal - Beni;;;;;;
1073;4730;river;0;Costermansville - Astrida;;;;;;
1073;2283;river;0;Costermansville - Usumbura;;;;;;
2283;4843;river;0;Usumbura - Uvira;;;;;;
4865;1074;river;0;Nouvelle-Anvers - Coquilhatville;;;;;;
4865;4864;river;0;Nouvelle-Anvers - Bombimba;;;;;;
4865;4863;river;0;Nouvelle-Anvers - Basankusu;;;;;;
4869;4863;river;0;Lisala - Basankusu;;;;;;
4869;4861;river;0;Lisala - Bongandanga;;;;;;
4869;4860;river;0;Lisala - Barumbu;;;;;;
4870;4860;river;0;Basoko - Barumbu;;;;;;
4870;4871;river;0;Basoko - Yangambi;;;;;;
4870;4858;river;0;Basoko - Wandi;;;;;;
4858;2759;river;0;Wandi - Paulis;;;;;;
4858;4880;river;0;Wandi - Mambasa;;;;;;
4880;4857;river;0;Mambasa - Boga;;;;;;
4864;1074;river;0;Bombimba - Coquilhatville;;;;;;
4864;4819;river;0;Bombimba - Biang;;;;;;
4864;2752;river;0;Bombimba - Boende;;;;;;
2752;4862;river;0;Boende - Mompono;;;;;;
2752;4852;river;0;Boende - Mondombe;;;;;;
4852;4851;river;0;Mondombe - Itoko;;;;;;
4860;4871;river;0;Barumbu - Yangambi;;;;;;
4860;4859;river;0;Barumbu - Yongama;;;;;;
4853;4859;river;0;Opala - Yongama;;;;;;
4853;2756;river;0;Opala - Kindu;;;;;;
2755;2756;river;0;Lodja - Kindu;;;;;;
2755;4846;river;0;Lodja - Kitete;;;;;;
4846;4847;river;0;Kitete - Tshofa;;;;;;
4859;4871;river;0;Yongama - Yangambi;;;;;;
4859;1071;river;0;Yongama - Stanleyville;;;;;;
4859;4854;river;0;Yongama - Misisi;;;;;;
4854;2756;river;0;Misisi - Kindu;;;;;;
4854;4846;river;0;Misisi - Kitete;;;;;;
4845;4846;river;0;Kasongo - Kitete;;;;;;
4845;4839;river;0;Kasongo - Kongolo;;;;;;
1095;2751;river;0;Boma - Matadi;;;;;;
4812;4818;river;0;Kwamouth - Bolobo;;;;;;
4812;4821;river;0;Kwamouth - Kutu;;;;;;
4812;4817;river;0;Kwamouth - Bandundu;;;;;;
1098;4817;river;0;Léopoldville - Bandundu;;;;;;
1098;4813;river;0;Léopoldville - Popokabaka;;;;;;
4813;7364;river;0;Popokabaka - Madimba;;;;;;
4813;5089;river;0;Popokabaka - Damba;;;;;;
4814;5089;river;0;Kasongo-Lunda - Damba;;;;;;
4814;2795;river;0;Kasongo-Lunda - Malanje;;;;;;
4817;4821;river;0;Bandundu - Kutu;;;;;;
4817;4822;river;0;Bandundu - Oshwe;;;;;;
1142;4822;river;0;Kikwit - Oshwe;;;;;;
1142;2753;river;0;Kikwit - Tshikapa;;;;;;
4815;2753;river;0;Bindu - Tshikapa;;;;;;
4815;5075;river;0;Bindu - Kioko;;;;;;
2753;4822;river;0;Tshikapa - Oshwe;;;;;;
2753;4823;river;0;Tshikapa - Port-Francqui;;;;;;
2753;4824;river;0;Tshikapa - Luebo;;;;;;
2753;7303;river;0;Tshikapa - Luiza;;;;;;
5075;7303;river;0;Kioko - Luiza;;;;;;
5075;4825;river;0;Kioko - Sandoa;;;;;;
1097;4825;river;0;Henrique de Carvalho - Sandoa;;;;;;
1097;4826;river;0;Henrique de Carvalho - Dilolo;;;;;;
4838;4847;river;0;Kisengwa - Tshofa;;;;;;
4838;4837;river;0;Kisengwa - Kabinda;;;;;;
