#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;==========;==========;X
#AI.txt;;;;;;;;;;;X
EVT_2400151_NAME;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;Morale collapses;;;X
EVT_2020007_DESC;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;While Bulgaria joined the Anti-Comintern and the Tripartite pacts, it refused to lend any military assitance to Germany and did not declare war on the Soviet Union either. This passive neutrality eventually helped Bulgaria secure a relatively favorable post-war treatment and even to retain some of its territorial gains after the war ended. However, if we are sure of the victory of the Axis, perhaps we should lend more assistance to our German ally?;;;X
EVT_2020007_ACTA;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;;;X
EVT_2020010_NAME;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;Bulgaria and the Axis;;;X
EVT_2020010_DESC;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;Whether by choice or by circumstance, we are now a full member of the Axis;;;X
EVT_2020010_ACTA;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;;;X
EVT_2020016_NAME;Generals unhappy;Generals unhappy;Generals unhappy;Generals unhappy;Generals unhappy;Generals unhappy;Generals unhappy;Generals unhappy;;;X
EVT_2020016_DESC;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;Much of our establishment, including some generals and the Church are expressing dissent regarding our decision to deploy troops outside Bulgaria. After the bloody failure of WW1, Bulgarians prefer to keep their involvement in the new war at a minimal level unless there is a clear threat to the very survival of Bulgaria.;;;X
EVT_2020016_ACTA;This is not our war;This is not our war;This is not our war;This is not our war;This is not our war;This is not our war;This is not our war;This is not our war;;;X
EVT_2020016_ACTB;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;Germany's victory is OUR victory!;;;X
EVT_2020021_NAME;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;New allies - Bulgaria;;;X
EVT_2020021_DESC;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;The Axis minor state Bulgaria is seeking to abandon Germany and join the Comintern for the final battle. They offer to fight under our banner and allow us considerable influence in the government, in return for a cessation of hostilities and their continued existence as an independent nation.;;;X
